Duración,Día de la semana,Fraude,Operador,Tipo de llamada
8,Jueves,No fraudulenta,Claro,Negocios
12,Jueves,No fraudulenta,Movistar,Personal
10,Martes,Fraudulenta,Movistar,Negocios
9,Viernes,Fraudulenta,Claro,Negocios
13,Jueves,No fraudulenta,Entel,Personal
3,Jueves,No fraudulenta,Entel,Negocios
6,Miércoles,No fraudulenta,Movistar,Negocios
7,Miércoles,Fraudulenta,Bitel,Personal
1,Martes,Fraudulenta,Claro,Personal
14,Jueves,No fraudulenta,Movistar,Negocios
7,Lunes,Fraudulenta,Claro,Personal
4,Viernes,Fraudulenta,Claro,Negocios
5,Martes,No fraudulenta,Claro,Personal
8,Lunes,No fraudulenta,Bitel,Personal
4,Lunes,No fraudulenta,Claro,Negocios
4,Martes,No fraudulenta,Bitel,Negocios
8,Martes,No fraudulenta,Bitel,Personal
5,Jueves,No fraudulenta,Bitel,Personal
13,Viernes,Fraudulenta,Entel,Negocios
6,Jueves,No fraudulenta,Movistar,Negocios
12,Lunes,No fraudulenta,Claro,Negocios
11,Jueves,No fraudulenta,Claro,Negocios
14,Jueves,Fraudulenta,Bitel,Negocios
5,Viernes,Fraudulenta,Entel,Negocios
1,Miércoles,Fraudulenta,Bitel,Personal
7,Viernes,No fraudulenta,Bitel,Personal
6,Jueves,Fraudulenta,Entel,Personal
2,Miércoles,No fraudulenta,Claro,Personal
11,Lunes,No fraudulenta,Entel,Negocios
7,Viernes,Fraudulenta,Claro,Negocios
6,Martes,No fraudulenta,Movistar,Personal
5,Lunes,No fraudulenta,Bitel,Negocios
8,Miércoles,No fraudulenta,Claro,Personal
5,Lunes,No fraudulenta,Movistar,Personal
11,Martes,No fraudulenta,Movistar,Personal
2,Martes,Fraudulenta,Claro,Negocios
6,Viernes,No fraudulenta,Movistar,Personal
14,Viernes,Fraudulenta,Bitel,Negocios
12,Jueves,No fraudulenta,Claro,Negocios
1,Jueves,No fraudulenta,Entel,Personal
5,Lunes,No fraudulenta,Movistar,Personal
14,Martes,No fraudulenta,Claro,Negocios
6,Lunes,No fraudulenta,Bitel,Personal
7,Miércoles,No fraudulenta,Claro,Negocios
14,Miércoles,No fraudulenta,Bitel,Personal
2,Jueves,Fraudulenta,Movistar,Negocios
1,Lunes,Fraudulenta,Bitel,Negocios
6,Miércoles,No fraudulenta,Claro,Negocios
3,Jueves,No fraudulenta,Movistar,Personal
5,Lunes,No fraudulenta,Entel,Negocios
12,Martes,Fraudulenta,Bitel,Personal
11,Miércoles,No fraudulenta,Claro,Negocios
13,Miércoles,No fraudulenta,Movistar,Personal
2,Martes,No fraudulenta,Bitel,Personal
1,Jueves,No fraudulenta,Entel,Negocios
1,Miércoles,Fraudulenta,Claro,Personal
13,Martes,No fraudulenta,Movistar,Negocios
11,Jueves,No fraudulenta,Entel,Negocios
4,Viernes,No fraudulenta,Bitel,Personal
10,Jueves,No fraudulenta,Movistar,Negocios
13,Miércoles,No fraudulenta,Movistar,Personal
2,Jueves,No fraudulenta,Entel,Personal
1,Miércoles,Fraudulenta,Movistar,Negocios
6,Jueves,No fraudulenta,Bitel,Personal
14,Viernes,No fraudulenta,Entel,Personal
4,Jueves,No fraudulenta,Entel,Personal
10,Viernes,Fraudulenta,Bitel,Negocios
13,Miércoles,Fraudulenta,Bitel,Personal
12,Jueves,No fraudulenta,Bitel,Negocios
7,Martes,No fraudulenta,Entel,Negocios
11,Viernes,No fraudulenta,Claro,Negocios
6,Lunes,No fraudulenta,Movistar,Personal
5,Viernes,No fraudulenta,Movistar,Personal
10,Jueves,No fraudulenta,Movistar,Personal
12,Viernes,No fraudulenta,Bitel,Personal
13,Jueves,No fraudulenta,Entel,Negocios
12,Miércoles,No fraudulenta,Entel,Personal
12,Miércoles,No fraudulenta,Entel,Negocios
12,Martes,No fraudulenta,Movistar,Negocios
2,Lunes,No fraudulenta,Claro,Negocios
5,Miércoles,No fraudulenta,Bitel,Personal
9,Martes,No fraudulenta,Claro,Negocios
9,Lunes,Fraudulenta,Claro,Negocios
2,Martes,No fraudulenta,Movistar,Negocios
7,Miércoles,Fraudulenta,Entel,Negocios
10,Lunes,Fraudulenta,Claro,Negocios
14,Miércoles,No fraudulenta,Bitel,Negocios
4,Jueves,No fraudulenta,Movistar,Negocios
13,Lunes,Fraudulenta,Claro,Personal
13,Martes,Fraudulenta,Claro,Personal
3,Jueves,Fraudulenta,Bitel,Negocios
11,Martes,Fraudulenta,Entel,Personal
1,Miércoles,No fraudulenta,Entel,Personal
3,Miércoles,No fraudulenta,Entel,Personal
11,Jueves,No fraudulenta,Entel,Negocios
9,Jueves,No fraudulenta,Movistar,Personal
14,Lunes,No fraudulenta,Bitel,Negocios
9,Martes,No fraudulenta,Claro,Personal
7,Viernes,No fraudulenta,Bitel,Negocios
3,Miércoles,No fraudulenta,Claro,Personal
13,Viernes,No fraudulenta,Bitel,Negocios
3,Viernes,No fraudulenta,Movistar,Personal
4,Jueves,No fraudulenta,Bitel,Personal
7,Martes,No fraudulenta,Bitel,Personal
7,Viernes,No fraudulenta,Movistar,Personal
12,Martes,Fraudulenta,Bitel,Negocios
12,Jueves,No fraudulenta,Bitel,Personal
14,Viernes,Fraudulenta,Claro,Negocios
2,Viernes,Fraudulenta,Bitel,Personal
12,Miércoles,No fraudulenta,Claro,Negocios
5,Viernes,No fraudulenta,Bitel,Negocios
7,Lunes,No fraudulenta,Entel,Negocios
7,Jueves,No fraudulenta,Claro,Negocios
6,Lunes,No fraudulenta,Bitel,Personal
10,Viernes,Fraudulenta,Entel,Negocios
10,Viernes,Fraudulenta,Movistar,Personal
12,Lunes,No fraudulenta,Claro,Negocios
8,Miércoles,No fraudulenta,Entel,Personal
3,Miércoles,Fraudulenta,Movistar,Personal
1,Lunes,No fraudulenta,Movistar,Personal
3,Lunes,No fraudulenta,Movistar,Personal
11,Jueves,No fraudulenta,Claro,Personal
2,Miércoles,No fraudulenta,Bitel,Negocios
2,Martes,No fraudulenta,Claro,Negocios
14,Viernes,No fraudulenta,Entel,Negocios
14,Viernes,Fraudulenta,Entel,Personal
2,Lunes,No fraudulenta,Bitel,Personal
5,Martes,No fraudulenta,Bitel,Negocios
13,Miércoles,No fraudulenta,Movistar,Personal
1,Miércoles,No fraudulenta,Movistar,Negocios
10,Miércoles,No fraudulenta,Bitel,Personal
4,Lunes,No fraudulenta,Claro,Negocios
14,Lunes,Fraudulenta,Claro,Negocios
10,Viernes,No fraudulenta,Claro,Personal
5,Viernes,No fraudulenta,Claro,Negocios
2,Miércoles,No fraudulenta,Claro,Personal
5,Viernes,Fraudulenta,Movistar,Personal
10,Viernes,No fraudulenta,Entel,Personal
4,Miércoles,No fraudulenta,Claro,Personal
8,Lunes,No fraudulenta,Bitel,Negocios
1,Viernes,No fraudulenta,Movistar,Negocios
12,Lunes,No fraudulenta,Claro,Negocios
5,Martes,No fraudulenta,Entel,Personal
14,Lunes,Fraudulenta,Bitel,Negocios
14,Jueves,No fraudulenta,Entel,Negocios
11,Jueves,No fraudulenta,Entel,Negocios
12,Miércoles,No fraudulenta,Entel,Personal
10,Jueves,No fraudulenta,Bitel,Negocios
1,Martes,No fraudulenta,Entel,Negocios
10,Lunes,No fraudulenta,Bitel,Negocios
10,Lunes,No fraudulenta,Entel,Personal
4,Viernes,No fraudulenta,Claro,Negocios
8,Viernes,No fraudulenta,Entel,Negocios
1,Viernes,No fraudulenta,Bitel,Personal
11,Lunes,Fraudulenta,Claro,Personal
2,Lunes,No fraudulenta,Bitel,Personal
1,Viernes,Fraudulenta,Bitel,Personal
11,Lunes,No fraudulenta,Claro,Personal
7,Martes,Fraudulenta,Claro,Personal
2,Viernes,No fraudulenta,Movistar,Personal
1,Jueves,Fraudulenta,Entel,Negocios
12,Viernes,Fraudulenta,Movistar,Personal
6,Jueves,No fraudulenta,Entel,Negocios
6,Miércoles,Fraudulenta,Bitel,Negocios
10,Jueves,No fraudulenta,Claro,Personal
2,Martes,No fraudulenta,Bitel,Personal
1,Lunes,Fraudulenta,Entel,Negocios
14,Martes,No fraudulenta,Movistar,Negocios
10,Miércoles,No fraudulenta,Movistar,Personal
3,Martes,No fraudulenta,Bitel,Personal
10,Martes,No fraudulenta,Entel,Negocios
14,Miércoles,Fraudulenta,Entel,Negocios
5,Martes,No fraudulenta,Claro,Negocios
6,Miércoles,Fraudulenta,Entel,Personal
3,Lunes,No fraudulenta,Bitel,Negocios
9,Viernes,No fraudulenta,Entel,Personal
11,Lunes,No fraudulenta,Claro,Personal
5,Lunes,No fraudulenta,Bitel,Personal
13,Lunes,No fraudulenta,Entel,Personal
2,Martes,Fraudulenta,Bitel,Negocios
10,Lunes,No fraudulenta,Entel,Negocios
6,Miércoles,No fraudulenta,Bitel,Personal
12,Miércoles,No fraudulenta,Movistar,Negocios
8,Miércoles,No fraudulenta,Bitel,Personal
11,Miércoles,No fraudulenta,Claro,Negocios
6,Lunes,No fraudulenta,Entel,Personal
4,Jueves,No fraudulenta,Bitel,Negocios
6,Viernes,Fraudulenta,Entel,Personal
8,Jueves,No fraudulenta,Bitel,Personal
8,Martes,No fraudulenta,Movistar,Negocios
13,Lunes,Fraudulenta,Claro,Negocios
10,Jueves,No fraudulenta,Bitel,Negocios
2,Lunes,Fraudulenta,Entel,Negocios
8,Miércoles,No fraudulenta,Bitel,Negocios
6,Martes,Fraudulenta,Movistar,Personal
2,Jueves,No fraudulenta,Claro,Negocios
1,Viernes,No fraudulenta,Claro,Personal
6,Miércoles,No fraudulenta,Claro,Negocios
13,Miércoles,No fraudulenta,Claro,Personal
7,Martes,Fraudulenta,Claro,Negocios
14,Miércoles,Fraudulenta,Movistar,Personal
14,Miércoles,No fraudulenta,Bitel,Personal
10,Jueves,No fraudulenta,Movistar,Negocios
5,Miércoles,No fraudulenta,Bitel,Personal
14,Martes,Fraudulenta,Bitel,Negocios
10,Lunes,No fraudulenta,Bitel,Personal
8,Martes,No fraudulenta,Entel,Negocios
11,Martes,No fraudulenta,Entel,Negocios
13,Lunes,No fraudulenta,Claro,Personal
12,Jueves,No fraudulenta,Bitel,Negocios
9,Viernes,Fraudulenta,Bitel,Negocios
4,Viernes,Fraudulenta,Movistar,Negocios
7,Martes,No fraudulenta,Claro,Negocios
8,Jueves,Fraudulenta,Movistar,Negocios
13,Jueves,No fraudulenta,Claro,Personal
6,Jueves,No fraudulenta,Claro,Negocios
2,Jueves,No fraudulenta,Movistar,Personal
7,Martes,No fraudulenta,Bitel,Negocios
13,Miércoles,No fraudulenta,Bitel,Personal
9,Viernes,Fraudulenta,Entel,Negocios
5,Viernes,No fraudulenta,Bitel,Personal
2,Lunes,No fraudulenta,Bitel,Negocios
4,Martes,No fraudulenta,Bitel,Negocios
3,Viernes,No fraudulenta,Movistar,Personal
4,Martes,No fraudulenta,Bitel,Personal
10,Martes,No fraudulenta,Movistar,Personal
7,Jueves,No fraudulenta,Movistar,Personal
10,Lunes,No fraudulenta,Movistar,Negocios
8,Martes,Fraudulenta,Bitel,Negocios
1,Viernes,No fraudulenta,Entel,Personal
13,Viernes,No fraudulenta,Movistar,Personal
8,Lunes,No fraudulenta,Entel,Negocios
5,Martes,No fraudulenta,Claro,Negocios
12,Jueves,Fraudulenta,Entel,Personal
7,Lunes,No fraudulenta,Movistar,Negocios
11,Martes,Fraudulenta,Claro,Personal
11,Lunes,No fraudulenta,Entel,Negocios
1,Jueves,Fraudulenta,Movistar,Negocios
2,Miércoles,No fraudulenta,Entel,Negocios
1,Miércoles,Fraudulenta,Movistar,Personal
5,Miércoles,Fraudulenta,Entel,Negocios
14,Jueves,No fraudulenta,Bitel,Personal
14,Jueves,Fraudulenta,Movistar,Personal
6,Lunes,Fraudulenta,Bitel,Personal
10,Viernes,No fraudulenta,Movistar,Personal
9,Jueves,Fraudulenta,Claro,Negocios
8,Jueves,Fraudulenta,Movistar,Negocios
7,Miércoles,No fraudulenta,Entel,Personal
12,Miércoles,No fraudulenta,Entel,Negocios
5,Miércoles,Fraudulenta,Movistar,Personal
14,Viernes,No fraudulenta,Claro,Personal
3,Miércoles,Fraudulenta,Claro,Negocios
9,Miércoles,No fraudulenta,Movistar,Personal
13,Viernes,Fraudulenta,Entel,Personal
5,Miércoles,Fraudulenta,Movistar,Negocios
3,Lunes,Fraudulenta,Claro,Personal
3,Lunes,No fraudulenta,Entel,Personal
3,Martes,No fraudulenta,Claro,Negocios
14,Lunes,No fraudulenta,Entel,Personal
6,Viernes,Fraudulenta,Movistar,Negocios
1,Miércoles,No fraudulenta,Movistar,Negocios
11,Martes,No fraudulenta,Entel,Personal
4,Jueves,No fraudulenta,Bitel,Personal
13,Jueves,No fraudulenta,Bitel,Negocios
8,Lunes,No fraudulenta,Movistar,Personal
3,Martes,Fraudulenta,Movistar,Negocios
5,Jueves,No fraudulenta,Bitel,Negocios
2,Jueves,No fraudulenta,Entel,Negocios
2,Jueves,No fraudulenta,Bitel,Personal
11,Lunes,No fraudulenta,Bitel,Negocios
13,Lunes,No fraudulenta,Movistar,Negocios
7,Martes,No fraudulenta,Movistar,Personal
10,Lunes,Fraudulenta,Movistar,Negocios
3,Lunes,No fraudulenta,Claro,Personal
5,Viernes,Fraudulenta,Entel,Personal
3,Lunes,Fraudulenta,Entel,Personal
6,Martes,Fraudulenta,Entel,Negocios
13,Lunes,Fraudulenta,Entel,Negocios
10,Lunes,Fraudulenta,Entel,Personal
3,Viernes,No fraudulenta,Entel,Personal
8,Martes,No fraudulenta,Movistar,Negocios
2,Jueves,No fraudulenta,Bitel,Negocios
3,Viernes,Fraudulenta,Movistar,Negocios
8,Lunes,Fraudulenta,Claro,Negocios
8,Miércoles,No fraudulenta,Movistar,Negocios
1,Viernes,No fraudulenta,Entel,Negocios
8,Viernes,No fraudulenta,Entel,Negocios
10,Martes,Fraudulenta,Bitel,Personal
2,Jueves,No fraudulenta,Movistar,Negocios
12,Jueves,No fraudulenta,Movistar,Personal
7,Jueves,Fraudulenta,Movistar,Personal
6,Viernes,No fraudulenta,Movistar,Negocios
2,Miércoles,No fraudulenta,Bitel,Negocios
5,Martes,Fraudulenta,Movistar,Negocios
7,Miércoles,Fraudulenta,Bitel,Negocios
8,Jueves,No fraudulenta,Movistar,Negocios
3,Viernes,Fraudulenta,Claro,Personal
1,Jueves,Fraudulenta,Entel,Personal
13,Miércoles,No fraudulenta,Movistar,Personal
7,Jueves,Fraudulenta,Claro,Negocios
13,Lunes,No fraudulenta,Claro,Personal
5,Martes,No fraudulenta,Entel,Personal
5,Miércoles,No fraudulenta,Entel,Negocios
7,Lunes,No fraudulenta,Entel,Negocios
1,Jueves,No fraudulenta,Claro,Negocios
8,Martes,No fraudulenta,Entel,Personal
12,Martes,No fraudulenta,Movistar,Personal
14,Martes,No fraudulenta,Movistar,Negocios
10,Viernes,No fraudulenta,Movistar,Negocios
5,Martes,No fraudulenta,Movistar,Personal
8,Lunes,Fraudulenta,Bitel,Personal
10,Miércoles,No fraudulenta,Bitel,Negocios
10,Lunes,No fraudulenta,Bitel,Personal
5,Jueves,Fraudulenta,Bitel,Negocios
12,Viernes,Fraudulenta,Movistar,Personal
7,Viernes,Fraudulenta,Claro,Negocios
10,Jueves,No fraudulenta,Claro,Personal
3,Miércoles,No fraudulenta,Bitel,Negocios
2,Viernes,No fraudulenta,Bitel,Personal
6,Jueves,No fraudulenta,Movistar,Personal
5,Jueves,No fraudulenta,Bitel,Personal
9,Jueves,No fraudulenta,Bitel,Personal
10,Jueves,No fraudulenta,Entel,Personal
4,Martes,No fraudulenta,Claro,Negocios
11,Miércoles,No fraudulenta,Bitel,Negocios
3,Jueves,Fraudulenta,Entel,Personal
9,Martes,Fraudulenta,Claro,Personal
8,Martes,Fraudulenta,Bitel,Personal
6,Lunes,No fraudulenta,Entel,Personal
1,Jueves,No fraudulenta,Movistar,Negocios
14,Martes,No fraudulenta,Bitel,Negocios
10,Lunes,No fraudulenta,Claro,Personal
13,Lunes,Fraudulenta,Movistar,Personal
12,Jueves,No fraudulenta,Movistar,Personal
11,Viernes,No fraudulenta,Movistar,Personal
1,Martes,No fraudulenta,Entel,Personal
12,Viernes,No fraudulenta,Claro,Personal
6,Lunes,Fraudulenta,Claro,Personal
13,Viernes,Fraudulenta,Bitel,Negocios
3,Viernes,No fraudulenta,Movistar,Negocios
3,Jueves,Fraudulenta,Claro,Personal
6,Lunes,No fraudulenta,Entel,Personal
13,Miércoles,No fraudulenta,Claro,Negocios
3,Martes,Fraudulenta,Entel,Personal
13,Jueves,No fraudulenta,Movistar,Negocios
11,Jueves,No fraudulenta,Bitel,Negocios
10,Miércoles,Fraudulenta,Movistar,Negocios
6,Jueves,No fraudulenta,Claro,Personal
5,Lunes,No fraudulenta,Movistar,Personal
4,Jueves,No fraudulenta,Entel,Negocios
8,Jueves,No fraudulenta,Entel,Negocios
2,Miércoles,No fraudulenta,Bitel,Personal
12,Martes,Fraudulenta,Bitel,Negocios
14,Martes,No fraudulenta,Claro,Personal
11,Viernes,No fraudulenta,Entel,Negocios
7,Lunes,No fraudulenta,Entel,Personal
4,Miércoles,Fraudulenta,Bitel,Personal
2,Martes,No fraudulenta,Entel,Negocios
7,Miércoles,No fraudulenta,Movistar,Negocios
13,Viernes,Fraudulenta,Bitel,Negocios
1,Martes,No fraudulenta,Claro,Personal
4,Miércoles,No fraudulenta,Claro,Negocios
9,Lunes,No fraudulenta,Bitel,Personal
14,Lunes,No fraudulenta,Entel,Negocios
4,Viernes,No fraudulenta,Claro,Personal
12,Martes,Fraudulenta,Entel,Negocios
13,Martes,No fraudulenta,Bitel,Personal
3,Lunes,No fraudulenta,Entel,Negocios
10,Viernes,No fraudulenta,Entel,Personal
10,Jueves,No fraudulenta,Claro,Negocios
2,Lunes,No fraudulenta,Entel,Personal
14,Lunes,No fraudulenta,Movistar,Negocios
3,Miércoles,No fraudulenta,Movistar,Negocios
1,Viernes,Fraudulenta,Movistar,Personal
10,Jueves,No fraudulenta,Claro,Negocios
8,Viernes,Fraudulenta,Bitel,Negocios
1,Viernes,No fraudulenta,Entel,Negocios
3,Lunes,Fraudulenta,Movistar,Personal
14,Lunes,No fraudulenta,Entel,Personal
3,Lunes,No fraudulenta,Claro,Personal
13,Miércoles,No fraudulenta,Bitel,Personal
2,Jueves,Fraudulenta,Movistar,Personal
14,Jueves,No fraudulenta,Movistar,Personal
5,Viernes,No fraudulenta,Claro,Personal
10,Lunes,Fraudulenta,Claro,Negocios
3,Viernes,Fraudulenta,Entel,Personal
3,Lunes,Fraudulenta,Movistar,Negocios
8,Viernes,No fraudulenta,Bitel,Negocios
4,Viernes,No fraudulenta,Movistar,Negocios
4,Miércoles,Fraudulenta,Movistar,Personal
3,Miércoles,No fraudulenta,Claro,Personal
11,Viernes,Fraudulenta,Claro,Negocios
1,Lunes,No fraudulenta,Bitel,Personal
8,Viernes,No fraudulenta,Bitel,Personal
1,Lunes,Fraudulenta,Movistar,Personal
7,Martes,Fraudulenta,Entel,Personal
5,Jueves,No fraudulenta,Bitel,Personal
4,Viernes,No fraudulenta,Entel,Personal
4,Martes,No fraudulenta,Entel,Negocios
8,Viernes,Fraudulenta,Claro,Negocios
11,Miércoles,No fraudulenta,Movistar,Negocios
11,Jueves,No fraudulenta,Claro,Negocios
13,Viernes,No fraudulenta,Claro,Personal
14,Miércoles,No fraudulenta,Movistar,Personal
6,Miércoles,No fraudulenta,Movistar,Negocios
14,Martes,No fraudulenta,Bitel,Personal
12,Miércoles,No fraudulenta,Claro,Negocios
1,Martes,No fraudulenta,Claro,Negocios
14,Lunes,No fraudulenta,Claro,Negocios
10,Lunes,No fraudulenta,Bitel,Personal
8,Lunes,No fraudulenta,Entel,Personal
13,Lunes,No fraudulenta,Entel,Personal
14,Viernes,Fraudulenta,Entel,Negocios
2,Martes,No fraudulenta,Bitel,Negocios
6,Lunes,Fraudulenta,Movistar,Negocios
9,Miércoles,No fraudulenta,Entel,Negocios
1,Martes,Fraudulenta,Movistar,Negocios
6,Viernes,No fraudulenta,Claro,Personal
8,Lunes,No fraudulenta,Bitel,Negocios
10,Martes,No fraudulenta,Bitel,Negocios
13,Jueves,No fraudulenta,Claro,Personal
2,Lunes,Fraudulenta,Entel,Personal
5,Martes,No fraudulenta,Entel,Negocios
6,Lunes,No fraudulenta,Bitel,Negocios
5,Jueves,No fraudulenta,Claro,Negocios
3,Miércoles,No fraudulenta,Entel,Negocios
4,Miércoles,Fraudulenta,Movistar,Personal
7,Jueves,No fraudulenta,Movistar,Negocios
4,Martes,No fraudulenta,Movistar,Negocios
9,Viernes,No fraudulenta,Movistar,Personal
11,Lunes,Fraudulenta,Claro,Personal
12,Viernes,Fraudulenta,Bitel,Negocios
14,Lunes,No fraudulenta,Movistar,Personal
13,Viernes,No fraudulenta,Claro,Personal
13,Lunes,No fraudulenta,Movistar,Personal
10,Miércoles,No fraudulenta,Entel,Negocios
2,Lunes,No fraudulenta,Entel,Negocios
5,Lunes,No fraudulenta,Bitel,Personal
8,Jueves,No fraudulenta,Bitel,Personal
14,Jueves,No fraudulenta,Entel,Negocios
5,Lunes,No fraudulenta,Entel,Negocios
10,Lunes,No fraudulenta,Bitel,Personal
12,Martes,No fraudulenta,Claro,Negocios
8,Miércoles,No fraudulenta,Movistar,Personal
8,Lunes,No fraudulenta,Bitel,Negocios
9,Lunes,No fraudulenta,Bitel,Negocios
10,Miércoles,No fraudulenta,Movistar,Negocios
6,Martes,No fraudulenta,Bitel,Personal
12,Jueves,No fraudulenta,Entel,Negocios
4,Jueves,No fraudulenta,Bitel,Negocios
12,Miércoles,No fraudulenta,Entel,Negocios
11,Lunes,No fraudulenta,Claro,Negocios
3,Jueves,No fraudulenta,Claro,Personal
12,Lunes,Fraudulenta,Movistar,Negocios
14,Viernes,No fraudulenta,Entel,Personal
5,Lunes,No fraudulenta,Movistar,Negocios
6,Jueves,No fraudulenta,Movistar,Negocios
3,Lunes,Fraudulenta,Movistar,Personal
2,Lunes,Fraudulenta,Claro,Personal
7,Martes,No fraudulenta,Claro,Personal
11,Martes,Fraudulenta,Movistar,Negocios
5,Lunes,No fraudulenta,Entel,Personal
9,Miércoles,No fraudulenta,Movistar,Negocios
3,Miércoles,No fraudulenta,Bitel,Negocios
14,Miércoles,No fraudulenta,Entel,Negocios
8,Miércoles,No fraudulenta,Claro,Negocios
6,Jueves,No fraudulenta,Entel,Personal
4,Miércoles,No fraudulenta,Bitel,Personal
12,Jueves,No fraudulenta,Bitel,Negocios
12,Miércoles,No fraudulenta,Entel,Negocios
9,Lunes,No fraudulenta,Claro,Personal
5,Miércoles,No fraudulenta,Bitel,Personal
10,Lunes,No fraudulenta,Movistar,Negocios
6,Lunes,No fraudulenta,Movistar,Personal
14,Martes,Fraudulenta,Movistar,Negocios
13,Viernes,Fraudulenta,Movistar,Personal
9,Viernes,No fraudulenta,Entel,Negocios
7,Lunes,No fraudulenta,Claro,Negocios
12,Viernes,No fraudulenta,Bitel,Personal
5,Viernes,No fraudulenta,Movistar,Personal
2,Miércoles,No fraudulenta,Entel,Negocios
4,Viernes,No fraudulenta,Bitel,Negocios
2,Viernes,No fraudulenta,Movistar,Negocios
3,Viernes,Fraudulenta,Claro,Personal
10,Martes,No fraudulenta,Claro,Negocios
12,Viernes,No fraudulenta,Bitel,Negocios
3,Miércoles,No fraudulenta,Movistar,Negocios
4,Jueves,Fraudulenta,Movistar,Negocios
6,Martes,No fraudulenta,Movistar,Negocios
12,Miércoles,No fraudulenta,Claro,Negocios
3,Lunes,No fraudulenta,Claro,Personal
10,Miércoles,No fraudulenta,Claro,Negocios
14,Jueves,No fraudulenta,Entel,Negocios
1,Martes,Fraudulenta,Bitel,Personal
1,Jueves,No fraudulenta,Movistar,Negocios
9,Lunes,No fraudulenta,Bitel,Negocios
9,Lunes,Fraudulenta,Claro,Negocios
5,Lunes,Fraudulenta,Movistar,Negocios
9,Miércoles,No fraudulenta,Movistar,Personal
11,Miércoles,No fraudulenta,Claro,Personal
7,Viernes,Fraudulenta,Movistar,Negocios
9,Lunes,No fraudulenta,Entel,Negocios
12,Jueves,No fraudulenta,Entel,Negocios
7,Lunes,Fraudulenta,Bitel,Negocios
9,Martes,No fraudulenta,Entel,Negocios
2,Miércoles,No fraudulenta,Entel,Personal
11,Lunes,Fraudulenta,Bitel,Negocios
11,Viernes,No fraudulenta,Claro,Negocios
8,Lunes,No fraudulenta,Movistar,Personal
7,Viernes,No fraudulenta,Claro,Personal
6,Miércoles,No fraudulenta,Movistar,Personal
5,Miércoles,Fraudulenta,Movistar,Negocios
4,Viernes,Fraudulenta,Claro,Personal
7,Martes,No fraudulenta,Bitel,Personal
3,Miércoles,No fraudulenta,Claro,Personal
8,Viernes,No fraudulenta,Claro,Personal
2,Miércoles,Fraudulenta,Movistar,Personal
1,Lunes,No fraudulenta,Entel,Negocios
11,Jueves,Fraudulenta,Entel,Negocios
2,Martes,No fraudulenta,Movistar,Negocios
9,Jueves,No fraudulenta,Entel,Personal
5,Martes,Fraudulenta,Claro,Negocios
11,Lunes,No fraudulenta,Bitel,Negocios
8,Viernes,No fraudulenta,Claro,Personal
3,Viernes,Fraudulenta,Movistar,Personal
7,Viernes,No fraudulenta,Bitel,Negocios
2,Lunes,Fraudulenta,Bitel,Negocios
8,Jueves,Fraudulenta,Entel,Personal
14,Miércoles,Fraudulenta,Bitel,Negocios
7,Viernes,No fraudulenta,Bitel,Negocios
12,Miércoles,No fraudulenta,Entel,Negocios
5,Jueves,Fraudulenta,Movistar,Negocios
12,Miércoles,No fraudulenta,Movistar,Negocios
11,Miércoles,No fraudulenta,Entel,Negocios
4,Miércoles,Fraudulenta,Bitel,Negocios
1,Lunes,No fraudulenta,Movistar,Personal
5,Jueves,Fraudulenta,Entel,Negocios
12,Miércoles,No fraudulenta,Bitel,Personal
9,Viernes,No fraudulenta,Claro,Negocios
10,Viernes,No fraudulenta,Claro,Negocios
4,Jueves,Fraudulenta,Entel,Personal
